31,-9.54E-05,0.00036616,-0.004355,-0.016052,0.012916,0.011733
32,-0.00099172,0.00033051,-0.0065838,-0.021792,0.01831,0.015736
33,-0.0027686,0.00033464,-0.0097541,-0.02929,0.024972,0.020875
34,-0.0053668,0.00052043,-0.014195,-0.039014,0.032958,0.027381
35,-0.008724,0.00091821,-0.020284,-0.051235,0.042711,0.035372
36,-0.012966,0.0014198,-0.02834,-0.066275,0.054912,0.04498
37,-0.018343,0.0020315,-0.03858,-0.084793,0.070189,0.0566
38,-0.025048,0.0030675,-0.051292,-0.10763,0.088974,0.070875
39,-0.033205,0.0049108,-0.06692,-0.13554,0.11165,0.088361
40,-0.043083,0.0076105,-0.085853,-0.16923,0.13879,0.10925
41,-0.055168,0.010932,-0.10828,-0.20957,0.17119,0.13358
42,-0.069969,0.014794,-0.13454,-0.25767,0.20969,0.16168
43,-0.087852,0.019396,-0.16546,-0.3147,0.25507,0.19434
44,-0.10918,0.024914,-0.20199,-0.38187,0.30817,0.23236
45,-0.13448,0.03135,-0.2447,-0.46052,0.36994,0.27626
46,-0.16429,0.03876,-0.29408,-0.55212,0.44151,0.32638
47,-0.19879,0.047392,-0.35139,-0.65827,0.524,0.38301
48,-0.23803,0.057512,-0.41871,-0.78059,0.61856,0.44668
49,-0.28273,0.069228,-0.49743,-0.92087,0.72639,0.51809
50,-0.33479,0.082624,-0.58715,-1.081,0.84871,0.59787
51,-0.39648,0.097941,-0.6871,-1.2631,0.98685,0.68639
52,-0.46889,0.11545,-0.79857,-1.4693,1.1422,0.78392
53,-0.55185,0.13519,-0.92457,-1.7015,1.3163,0.89074
54,-0.64536,0.15703,-1.067,-1.9622,1.5107,1.0072
55,-0.7504,0.18092,-1.2258,-2.2538,1.7266,1.1334
56,-0.86836,0.20688,-1.4017,-2.5787,1.9654,1.2698
57,-1.001,0.23485,-1.5967,-2.939,2.2285,1.4162
58,-1.1505,0.26478,-1.8127,-3.337,2.5173,1.5724
59,-1.3181,0.29687,-2.0508,-3.7755,2.8335,1.7379
60,-1.5041,0.3314,-2.3121,-4.2572,3.1783,1.9124
61,-1.7096,0.36846,-2.5977,-4.7843,3.5531,2.0954
62,-1.9367,0.40833,-2.9091,-5.3592,3.959,2.2861
63,-2.1875,0.45244,-3.2481,-5.9841,4.397,2.4835
64,-2.4633,0.50313,-3.6158,-6.6615,4.8685,2.6864
65,-2.7655,0.56118,-4.0131,-7.3933,5.3741,2.8933
66,-3.0952,0.62373,-4.4406,-8.1815,5.9148,3.1026
67,-3.4543,0.68586,-4.8987,-9.0275,6.491,3.3126
68,-3.8444,0.74559,-5.3879,-9.9333,7.1033,3.521
69,-4.2669,0.80698,-5.9094,-10.9,7.752,3.7255
70,-4.7228,0.87662,-6.4647,-11.929,8.4373,3.9233
71,-5.2129,0.9562,-7.0544,-13.021,9.1591,4.1117
72,-5.7386,1.0399,-7.6779,-14.175,9.9172,4.2878
73,-6.3016,1.1212,-8.3344,-15.394,10.711,4.4482
74,-6.903,1.2017,-9.024,-16.675,11.54,4.5888
75,-7.5433,1.2885,-9.7474,-18.019,12.403,4.7056
76,-8.223,1.3841,-10.504,-19.424,13.299,4.7955
77,-8.943,1.4825,-11.293,-20.889,14.227,4.8554
78,-9.7036,1.5782,-12.113,-22.413,15.185,4.8799
79,-10.505,1.6746,-12.961,-23.991,16.171,4.8628
80,-11.346,1.7773,-13.838,-25.623,17.183,4.7988
81,-12.227,1.8841,-14.741,-27.304,18.219,4.685
82,-13.147,1.9896,-15.669,-29.031,19.277,4.5183
83,-14.106,2.094,-16.619,-30.799,20.354,4.2936
84,-15.103,2.2011,-17.589,-32.604,21.447,4.0052
85,-16.136,2.3096,-18.576,-34.439,22.553,3.6481
86,-17.204,2.4157,-19.576,-36.3,23.67,3.2181
87,-18.303,2.5208,-20.588,-38.18,24.793,2.7109
88,-19.433,2.628,-21.606,-40.072,25.92,2.122
89,-20.592,2.7353,-22.63,-41.97,27.047,1.4471
90,-21.775,2.8382,-23.653,-43.865,28.172,0.68215
91,-22.98,2.9385,-24.673,-45.75,29.289,-0.17604
92,-24.203,3.0404,-25.685,-47.616,30.397,-1.1302
93,-25.442,3.1418,-26.685,-49.455,31.491,-2.1832
94,-26.691,3.2366,-27.67,-51.258,32.568,-3.3371
95,-27.947,3.3248,-28.634,-53.017,33.626,-4.5939
96,-29.203,3.4128,-29.574,-54.721,34.66,-5.9545
97,-30.457,3.5028,-30.485,-56.362,35.667,-7.4197
98,-31.704,3.5892,-31.363,-57.931,36.646,-8.9895
99,-32.938,3.6662,-32.203,-59.417,37.593,-10.663
100,-34.153,3.7363,-33.001,-60.812,38.506,-12.438
101,-35.343,3.8065,-33.753,-62.107,39.382,-14.313
102,-36.504,3.8798,-34.456,-63.292,40.22,-16.284
103,-37.631,3.9521,-35.105,-64.359,41.018,-18.348
104,-38.716,4.0173,-35.697,-65.3,41.774,-20.5
105,-39.754,4.0739,-36.229,-66.107,42.488,-22.735
106,-40.739,4.1262,-36.698,-66.772,43.158,-25.046
107,-41.665,4.1788,-37.101,-67.288,43.784,-27.427
108,-42.527,4.2335,-37.436,-67.649,44.365,-29.87
109,-43.319,4.2892,-37.7,-67.85,44.902,-32.366
110,-44.037,4.3443,-37.891,-67.885,45.396,-34.905
111,-44.674,4.3982,-38.009,-67.748,45.846,-37.479
112,-45.225,4.4506,-38.054,-67.438,46.253,-40.077
113,-45.686,4.5016,-38.025,-66.954,46.619,-42.686
114,-46.051,4.5528,-37.922,-66.294,46.946,-45.296
115,-46.317,4.6088,-37.746,-65.457,47.235,-47.894
116,-46.481,4.6739,-37.496,-64.442,47.487,-50.468
117,-46.541,4.7467,-37.174,-63.251,47.705,-53.003
118,-46.491,4.8216,-36.784,-61.886,47.891,-55.487
119,-46.33,4.897,-36.328,-60.35,48.047,-57.906
120,-46.056,4.9783,-35.809,-58.649,48.175,-60.247
121,-45.667,5.0719,-35.231,-56.787,48.279,-62.494
122,-45.163,5.1771,-34.596,-54.77,48.359,-64.635
123,-44.544,5.2898,-33.91,-52.607,48.419,-66.656
124,-43.811,5.4106,-33.177,-50.304,48.461,-68.543
125,-42.966,5.5431,-32.404,-47.873,48.487,-70.282
126,-42.009,5.6885,-31.596,-45.324,48.498,-71.863
127,-40.944,5.8457,-30.757,-42.668,48.497,-73.273
128,-39.772,6.015,-29.895,-39.918,48.483,-74.501
129,-38.498,6.1982,-29.017,-37.086,48.459,-75.534
130,-37.126,6.3957,-28.13,-34.186,48.427,-76.362
131,-35.661,6.6066,-27.239,-31.232,48.385,-76.978
132,-34.108,6.8302,-26.353,-28.24,48.335,-77.371
133,-32.473,7.067,-25.48,-25.224,48.276,-77.533
134,-30.763,7.3171,-24.626,-22.2,48.207,-77.46
135,-28.984,7.58,-23.798,-19.184,48.127,-77.147
136,-27.144,7.8552,-23.004,-16.193,48.034,-76.595
137,-25.251,8.1426,-22.253,-13.242,47.926,-75.801
138,-23.313,8.441,-21.55,-10.348,47.8,-74.762
139,-21.338,8.7485,-20.902,-7.5263,47.654,-73.477
140,-19.336,9.0636,-20.316,-4.7934,47.484,-71.948
141,-17.316,9.3855,-19.798,-2.1646,47.285,-70.18
142,-15.286,9.713,-19.357,0.34525,47.055,-68.177
143,-13.256,10.044,-18.997,2.7217,46.787,-65.945
144,-11.235,10.375,-18.723,4.9512,46.476,-63.494
145,-9.2329,10.704,-18.539,7.0212,46.118,-60.832
146,-7.2586,11.031,-18.45,8.9199,45.706,-57.97
147,-5.3218,11.353,-18.46,10.636,45.235,-54.92
148,-3.431,11.668,-18.573,12.159,44.699,-51.694
149,-1.5946,11.973,-18.791,13.48,44.09,-48.308
150,0.1791,12.266,-19.116,14.59,43.404,-44.777
151,1.882,12.542,-19.55,15.484,42.633,-41.118
152,3.5064,12.8,-20.092,16.158,41.772,-37.347
153,5.045,13.038,-20.742,16.606,40.815,-33.484
154,6.4921,13.251,-21.5,16.826,39.756,-29.547
155,7.842,13.437,-22.363,16.817,38.589,-25.556
156,9.0889,13.593,-23.329,16.581,37.31,-21.532
157,10.228,13.715,-24.396,16.121,35.914,-17.495
158,11.255,13.801,-25.56,15.441,34.398,-13.465
159,12.168,13.851,-26.815,14.547,32.757,-9.4638
160,12.964,13.863,-28.157,13.443,30.99,-5.5121
161,13.641,13.836,-29.579,12.139,29.094,-1.6303
162,14.2,13.765,-31.077,10.642,27.069,2.161
163,14.639,13.649,-32.641,8.9652,24.913,5.8423
164,14.96,13.484,-34.264,7.1191,22.629,9.3941
165,15.165,13.27,-35.938,5.1172,20.216,12.798
166,15.256,13.007,-37.654,2.9732,17.679,16.036
167,15.234,12.696,-39.404,0.70249,15.02,19.092
168,15.104,12.336,-41.177,-1.6783,12.246,21.95
169,14.871,11.927,-42.965,-4.1518,9.3625,24.596
170,14.541,11.471,-44.756,-6.7005,6.3755,27.016
171,14.119,10.968,-46.541,-9.3062,3.2936,29.2
172,13.613,10.419,-48.309,-11.95,0.12569,31.136
173,13.029,9.8234,-50.05,-14.614,-3.1181,32.818
174,12.374,9.1831,-51.754,-17.278,-6.4267,34.237
175,11.656,8.5012,-53.41,-19.923,-9.7881,35.39
176,10.884,7.7808,-55.008,-22.531,-13.189,36.272
177,10.067,7.0243,-56.538,-25.083,-16.617,36.88
178,9.2125,6.2346,-57.992,-27.56,-20.056,37.214
179,8.33,5.4161,-59.359,-29.945,-23.492,37.273
180,7.4284,4.5733,-60.632,-32.22,-26.909,37.065
181,6.517,3.7093,-61.801,-34.37,-30.29,36.596
182,5.6053,2.8265,-62.859,-36.378,-33.618,35.874
183,4.7026,1.9283,-63.8,-38.231,-36.877,34.907
184,3.8172,1.0196,-64.615,-39.915,-40.049,33.704
185,2.957,0.10631,-65.3,-41.416,-43.116,32.275
186,2.1301,-0.80535,-65.849,-42.724,-46.061,30.633
187,1.3447,-1.7096,-66.259,-43.829,-48.867,28.794
188,0.60895,-2.6021,-66.526,-44.723,-51.516,26.773
189,-0.070557,-3.4793,-66.645,-45.4,-53.991,24.588
190,-0.68835,-4.3362,-66.615,-45.853,-56.278,22.257
191,-1.2392,-5.1668,-66.434,-46.08,-58.361,19.798
192,-1.7177,-5.9653,-66.101,-46.078,-60.226,17.231
193,-2.119,-6.7268,-65.619,-45.847,-61.857,14.575
194,-2.44,-7.446,-64.987,-45.389,-63.241,11.853
195,-2.679,-8.1167,-64.209,-44.71,-64.369,9.0832
196,-2.8354,-8.7335,-63.285,-43.814,-65.229,6.2885
197,-2.908,-9.2927,-62.221,-42.706,-65.812,3.4893
198,-2.8948,-9.7919,-61.019,-41.393,-66.111,0.7066
199,-2.7956,-10.227,-59.686,-39.886,-66.119,-2.0389
200,-2.6125,-10.593,-58.226,-38.194,-65.834,-4.7269
201,-2.3493,-10.887,-56.648,-36.331,-65.255,-7.3377
202,-2.0093,-11.107,-54.958,-34.308,-64.382,-9.8523
203,-1.5955,-11.25,-53.165,-32.141,-63.216,-12.253
204,-1.1123,-11.314,-51.276,-29.846,-61.758,-14.521
205,-0.56568,-11.296,-49.3,-27.438,-60.014,-16.643
206,0.038003,-11.195,-47.248,-24.935,-57.99,-18.601
207,0.69255,-11.011,-45.129,-22.356,-55.695,-20.383
208,1.3917,-10.747,-42.954,-19.719,-53.137,-21.977
209,2.1281,-10.401,-40.733,-17.041,-50.328,-23.371
210,2.893,-9.9758,-38.477,-14.343,-47.284,-24.558
211,3.6778,-9.4725,-36.196,-11.643,-44.02,-25.527
212,4.4742,-8.8939,-33.903,-8.9591,-40.552,-26.273
213,5.274,-8.2413,-31.607,-6.3109,-36.897,-26.791
214,6.0687,-7.5168,-29.321,-3.7161,-33.076,-27.076
215,6.8494,-6.724,-27.055,-1.1923,-29.107,-27.127
216,7.6073,-5.8675,-24.821,1.2434,-25.012,-26.945
217,8.3334,-4.9519,-22.627,3.5749,-20.814,-26.535
218,9.019,-3.983,-20.486,5.787,-16.535,-25.901
219,9.656,-2.9667,-18.406,7.8656,-12.199,-25.048
220,10.237,-1.908,-16.398,9.7979,-7.8295,-23.98
221,10.756,-0.80964,-14.47,11.572,-3.4508,-22.705
222,11.204,0.32427,-12.63,13.176,0.91247,-21.232
223,11.575,1.4863,-10.887,14.601,5.2359,-19.572
224,11.864,2.6668,-9.2493,15.839,9.4952,-17.736
225,12.068,3.8579,-7.7236,16.884,13.666,-15.74
226,12.183,5.055,-6.316,17.731,17.726,-13.595
227,12.204,6.2548,-5.0316,18.377,21.652,-11.318
228,12.127,7.451,-3.8761,18.821,25.422,-8.9243
229,11.952,8.634,-2.8552,19.062,29.015,-6.4299
230,11.679,9.7941,-1.9732,19.103,32.413,-3.8518
231,11.307,10.925,-1.2318,18.946,35.596,-1.2075
232,10.837,12.023,-0.63223,18.599,38.549,1.4855
233,10.271,13.083,-0.17696,18.068,41.256,4.2095
234,9.6131,14.099,0.13118,17.363,43.705,6.9466
235,8.8657,15.064,0.29144,16.492,45.886,9.679
236,8.0326,15.97,0.3048,15.466,47.788,12.389
237,7.1187,16.812,0.17204,14.297,49.404,15.06
238,6.1306,17.585,-0.1061,12.999,50.728,17.674
239,5.0753,18.288,-0.52681,11.587,51.756,20.215
240,3.9593,18.917,-1.085,10.075,52.489,22.669
241,2.7897,19.471,-1.7759,8.4799,52.925,25.018
242,1.5746,19.944,-2.5963,6.8189,53.068,27.251
243,0.32311,20.334,-3.5428,5.1092,52.924,29.352
244,-0.95533,20.638,-4.6099,3.3685,52.499,31.31
245,-2.2518,20.859,-5.7901,1.6146,51.806,33.114
246,-3.5574,20.996,-7.0761,-0.13431,50.855,34.753
247,-4.8622,21.049,-8.4611,-1.8601,49.657,36.219
248,-6.1563,21.018,-9.9384,-3.5452,48.226,37.504
249,-7.4304,20.904,-11.5,-5.1723,46.578,38.601
250,-8.6755,20.712,-13.137,-6.7248,44.73,39.503
251,-9.8826,20.443,-14.84,-8.1862,42.702,40.206
252,-11.042,20.101,-16.601,-9.5408,40.512,40.707
253,-12.146,19.688,-18.41,-10.774,38.181,41.004
254,-13.185,19.21,-20.258,-11.874,35.73,41.094
255,-14.153,18.673,-22.136,-12.828,33.182,40.979
256,-15.043,18.083,-24.034,-13.624,30.559,40.662
257,-15.85,17.445,-25.941,-14.253,27.885,40.148
258,-16.567,16.763,-27.85,-14.708,25.182,39.44
259,-17.189,16.043,-29.751,-14.981,22.473,38.542
260,-17.714,15.29,-31.633,-15.068,19.78,37.459
261,-18.138,14.513,-33.488,-14.964,17.126,36.197
262,-18.458,13.717,-35.307,-14.668,14.531,34.765
263,-18.674,12.909,-37.082,-14.182,12.015,33.169
264,-18.787,12.098,-38.802,-13.508,9.5989,31.42
265,-18.799,11.289,-40.462,-12.649,7.2998,29.528
266,-18.709,10.49,-42.053,-11.609,5.1348,27.503
267,-18.52,9.703,-43.57,-10.394,3.1194,25.357
268,-18.234,8.9334,-45.004,-9.0119,1.268,23.102
269,-17.858,8.1879,-46.35,-7.4729,-0.40616,20.748
270,-17.397,7.4732,-47.601,-5.7873,-1.892,18.308
271,-16.857,6.7937,-48.753,-3.9676,-3.1803,15.795
272,-16.245,6.1532,-49.803,-2.0271,-4.2639,13.222
273,-15.568,5.5561,-50.745,0.019584,-5.1373,10.601
274,-14.835,5.0073,-51.577,2.1571,-5.7965,7.9454
275,-14.056,4.5103,-52.295,4.3691,-6.2392,5.2684
276,-13.239,4.0665,-52.897,6.6379,-6.465,2.5828
277,-12.395,3.6764,-53.384,8.9455,-6.4753,-0.098613
278,-11.534,3.3418,-53.753,11.273,-6.2745,-2.763
279,-10.667,3.0647,-54.004,13.603,-5.8692,-5.398
280,-9.8043,2.8459,-54.137,15.916,-5.2671,-7.9911
281,-8.9571,2.6833,-54.155,18.193,-4.4763,-10.53
282,-8.1366,2.5753,-54.059,20.414,-3.5061,-13.004
283,-7.354,2.5238,-53.85,22.563,-2.3676,-15.401
284,-6.6203,2.5308,-53.531,24.621,-1.0739,-17.71
285,-5.9459,2.5938,-53.104,26.57,0.36092,-19.92
286,-5.3404,2.7064,-52.576,28.393,1.9218,-22.022
287,-4.813,2.8635,-51.95,30.075,3.5929,-24.006
288,-4.3731,3.0638,-51.23,31.6,5.3579,-25.861
289,-4.0296,3.3054,-50.422,32.953,7.1993,-27.581
290,-3.7903,3.5837,-49.532,34.123,9.0994,-29.157
291,-3.6614,3.8931,-48.565,35.097,11.04,-30.581
292,-3.6492,4.2295,-47.529,35.866,13.004,-31.847
293,-3.7604,4.5891,-46.43,36.421,14.972,-32.947
294,-4.0005,4.9679,-45.276,36.754,16.926,-33.875
295,-4.372,5.3603,-44.073,36.86,18.85,-34.626
296,-4.8757,5.761,-42.829,36.734,20.726,-35.195
297,-5.5124,6.165,-41.553,36.376,22.538,-35.578
298,-6.2831,6.5674,-40.252,35.786,24.27,-35.771
299,-7.1876,6.9623,-38.935,34.966,25.907,-35.769
300,-8.2242,7.3441,-37.609,33.919,27.435,-35.572
301,-9.3891,7.7088,-36.282,32.647,28.842,-35.18
302,-10.678,8.0527,-34.962,31.158,30.116,-34.594
303,-12.085,8.3714,-33.658,29.459,31.248,-33.812
304,-13.605,8.6598,-32.378,27.56,32.229,-32.834
305,-15.231,8.9136,-31.129,25.471,33.051,-31.659
306,-16.953,9.1304,-29.918,23.206,33.707,-30.29
307,-18.764,9.3082,-28.753,20.776,34.195,-28.729
308,-20.654,9.4431,-27.642,18.199,34.511,-26.98
309,-22.612,9.5315,-26.589,15.491,34.652,-25.045
310,-24.627,9.5732,-25.603,12.668,34.62,-22.932
311,-26.687,9.5693,-24.688,9.7495,34.417,-20.644
312,-28.781,9.518,-23.849,6.7529,34.046,-18.188
313,-30.895,9.4161,-23.091,3.6982,33.512,-15.571
314,-33.016,9.2635,-22.421,0.60525,32.822,-12.799
315,-35.132,9.063,-21.84,-2.5059,31.981,-9.883
316,-37.229,8.8161,-21.35,-5.615,30.998,-6.8302
317,-39.294,8.5232,-20.955,-8.7017,29.881,-3.6504
318,-41.314,8.1858,-20.658,-11.746,28.642,-0.35416
319,-43.276,7.8073,-20.459,-14.728,27.29,3.0477
320,-45.167,7.3914,-20.36,-17.627,25.839,6.5436
321,-46.975,6.9405,-20.358,-20.427,24.3,10.121
322,-48.687,6.4573,-20.453,-23.107,22.685,13.768
323,-50.293,5.9458,-20.644,-25.651,21.01,17.471
324,-51.781,5.4113,-20.931,-28.043,19.285,21.215
325,-53.141,4.859,-21.309,-30.268,17.526,24.988
326,-54.364,4.2933,-21.774,-32.311,15.745,28.774
327,-55.443,3.7179,-22.321,-34.161,13.955,32.559
328,-56.369,3.1361,-22.948,-35.805,12.17,36.327
329,-57.134,2.5527,-23.648,-37.233,10.402,40.063
330,-57.734,1.9733,-24.415,-38.437,8.6618,43.752
331,-58.163,1.4041,-25.243,-39.409,6.9617,47.378
332,-58.419,0.84993,-26.123,-40.145,5.312,50.926
333,-58.499,0.31517,-27.05,-40.64,3.7223,54.38
334,-58.401,-0.19596,-28.016,-40.892,2.2014,57.726
335,-58.124,-0.67884,-29.012,-40.9,0.75697,60.948
336,-57.669,-1.1288,-30.03,-40.666,-0.60433,64.033
337,-57.038,-1.5416,-31.061,-40.194,-1.8769,66.965
338,-56.234,-1.9133,-32.096,-39.491,-3.0562,69.733
339,-55.262,-2.2413,-33.125,-38.56,-4.139,72.323
340,-54.126,-2.5237,-34.141,-37.409,-5.1233,74.722
341,-52.833,-2.7584,-35.134,-36.046,-6.0079,76.921
342,-51.39,-2.9421,-36.094,-34.482,-6.7929,78.908
343,-49.803,-3.0724,-37.013,-32.729,-7.4796,80.674
344,-48.082,-3.1496,-37.882,-30.798,-8.0703,82.212
345,-46.235,-3.1747,-38.693,-28.703,-8.5683,83.515
346,-44.274,-3.1477,-39.436,-26.459,-8.978,84.577
347,-42.21,-3.0681,-40.106,-24.082,-9.3049,85.393
348,-40.052,-2.9351,-40.693,-21.589,-9.555,85.959
349,-37.814,-2.749,-41.191,-18.996,-9.735,86.272
350,-35.506,-2.5129,-41.594,-16.321,-9.8528,86.33
351,-33.142,-2.23,-41.895,-13.582,-9.9171,86.138
352,-30.734,-1.9027,-42.09,-10.797,-9.9369,85.699
353,-28.295,-1.5328,-42.174,-7.984,-9.9209,85.02
354,-25.837,-1.1234,-42.143,-5.1614,-9.878,84.104
355,-23.373,-0.67819,-41.994,-2.3469,-9.8178,82.957
356,-20.917,-0.20188,-41.724,0.44184,-9.7505,81.586
357,-18.481,0.30075,-41.331,3.1876,-9.6858,80.002
358,-16.076,0.82497,-40.814,5.8738,-9.6325,78.217
359,-13.714,1.3664,-40.174,8.4844,-9.5999,76.243
360,-11.406,1.9207,-39.412,11.004,-9.598,74.094
361,-9.1642,2.4826,-38.528,13.419,-9.6359,71.787
362,-6.9981,3.0465,-37.526,15.716,-9.7207,69.338
363,-4.9177,3.6065,-36.408,17.882,-9.8583,66.764
364,-2.9316,4.1578,-35.179,19.907,-10.055,64.084
365,-1.0477,4.6964,-33.842,21.781,-10.318,61.316
366,0.727,5.2185,-32.405,23.496,-10.653,58.482
367,2.3855,5.7197,-30.873,25.043,-11.062,55.601
368,3.9218,6.195,-29.253,26.417,-11.55,52.696
369,5.3312,6.6393,-27.553,27.612,-12.119,49.786
370,6.6102,7.048,-25.78,28.628,-12.77,46.894
371,7.7561,7.4173,-23.945,29.461,-13.504,44.042
372,8.7661,7.7439,-22.056,30.111,-14.32,41.251
373,9.6382,8.0252,-20.122,30.58,-15.218,38.542
374,10.372,8.2583,-18.155,30.871,-16.194,35.936
375,10.97,8.4414,-16.163,30.986,-17.245,33.453
376,11.431,8.5726,-14.159,30.932,-18.367,31.114
377,11.759,8.6498,-12.153,30.715,-19.555,28.936
378,11.954,8.6708,-10.155,30.344,-20.804,26.937
379,12.022,8.6344,-8.1782,29.828,-22.106,25.134
380,11.968,8.5407,-6.2326,29.178,-23.455,23.541
381,11.796,8.3912,-4.3295,28.404,-24.844,22.172
382,11.509,8.1876,-2.4797,27.517,-26.263,21.039
383,11.112,7.9307,-0.69345,26.53,-27.704,20.154
384,10.614,7.6216,1.0194,25.457,-29.16,19.525
385,10.024,7.2622,2.6491,24.31,-30.62,19.162
386,9.3467,6.8545,4.1855,23.105,-32.076,19.07
387,8.5895,6.4012,5.6187,21.855,-33.519,19.25
388,7.7596,5.9057,6.9405,20.577,-34.939,19.702
389,6.8655,5.3723,8.144,19.284,-36.329,20.424
390,5.9159,4.8055,9.2229,17.993,-37.679,21.413
391,4.919,4.2094,10.17,16.717,-38.982,22.668
392,3.8824,3.5867,10.979,15.471,-40.229,24.182
393,2.8137,2.9403,11.644,14.269,-41.414,25.946
394,1.7208,2.275,12.163,13.126,-42.531,27.949
395,0.61221,1.5969,12.534,12.055,-43.573,30.177
396,-0.50413,0.91165,12.754,11.067,-44.535,32.617
397,-1.6209,0.22382,12.821,10.175,-45.413,35.251
398,-2.7315,-0.46212,12.733,9.3897,-46.204,38.063
399,-3.8293,-1.1404,12.491,8.7213,-46.905,41.032
400,-4.9074,-1.8047,12.098,8.1792,-47.515,44.138
401,-5.9592,-2.4505,11.556,7.7711,-48.032,47.359
402,-6.9791,-3.0747,10.869,7.5037,-48.456,50.672
403,-7.9625,-3.6741,10.038,7.3828,-48.789,54.053
404,-8.905,-4.2444,9.0697,7.4136,-49.032,57.476
405,-9.8019,-4.7801,7.9703,7.599,-49.188,60.916
406,-10.649,-5.2767,6.7464,7.9399,-49.262,64.348
407,-11.442,-5.7305,5.4046,8.4358,-49.257,67.744
408,-12.179,-6.1391,3.9517,9.0863,-49.178,71.08
409,-12.857,-6.4998,2.396,9.8905,-49.032,74.328
410,-13.476,-6.8098,0.74704,10.845,-48.826,77.463
411,-14.032,-7.0665,-0.9853,11.947,-48.567,80.459
412,-14.525,-7.2686,-2.7917,13.189,-48.262,83.292
413,-14.955,-7.4155,-4.6626,14.564,-47.92,85.937
414,-15.322,-7.5057,-6.5874,16.065,-47.548,88.373
415,-15.626,-7.5375,-8.5557,17.682,-47.155,90.576
416,-15.866,-7.5097,-10.557,19.407,-46.751,92.527
417,-16.045,-7.4228,-12.58,21.226,-46.344,94.208
418,-16.163,-7.2788,-14.615,23.13,-45.942,95.6
419,-16.225,-7.0799,-16.651,25.104,-45.555,96.69
420,-16.231,-6.8272,-18.677,27.135,-45.192,97.462
421,-16.182,-6.5221,-20.683,29.21,-44.859,97.903
422,-16.081,-6.1667,-22.66,31.314,-44.566,98.002
423,-15.93,-5.7638,-24.597,33.431,-44.32,97.753
424,-15.733,-5.3161,-26.485,35.547,-44.127,97.155
425,-15.492,-4.8262,-28.317,37.645,-43.994,96.205
426,-15.211,-4.2974,-30.083,39.71,-43.926,94.9
427,-14.892,-3.734,-31.776,41.726,-43.928,93.238
428,-14.541,-3.1408,-33.389,43.678,-44.004,91.224
429,-14.159,-2.5221,-34.915,45.55,-44.159,88.864
430,-13.749,-1.8809,-36.348,47.327,-44.391,86.167
431,-13.315,-1.2195,-37.684,48.994,-44.704,83.143
432,-12.859,-0.54159,-38.918,50.536,-45.097,79.803
433,-12.386,0.14726,-40.046,51.94,-45.57,76.163
